measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
P04R1_20201110_S14,P04R1_20201110,phosphorus available,0.033457379150390626,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P04R1_20201110_S02,P04R1_20201110,calcium,21.72119296875,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P04R1_20201110_S03,P04R1_20201110,soil moisture,7.631055076310616,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P04R1_20201110_S06,P04R1_20201110,iron,1.29997724609375,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P04R1_20201110_S07,P04R1_20201110,potassium,0.2868361999511719,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P04R1_20201110_S08,P04R1_20201110,magnesium,0.6772463256835938,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P04R1_20201110_S09,P04R1_20201110,sodium,0.0250564094543457,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P04R1_20201110_S10,P04R1_20201110,nitrogen,0.162635,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P04R1_20201110_S11,P04R1_20201110,carbon,9.82,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P04R1_20201110_S12,P04R1_20201110,carbon to nitrogen ratio,60.38060688043779,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P04R1_20201110_S13,P04R1_20201110,cation exchange capacity,14,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P04R1_20201110_S15,P04R1_20201110,oxidizable organic matter,5.45,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P04R1_20201110_S16,P04R1_20201110,soil pH value,8.13,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R1_20201110_S18,P04R1_20201110,EEZ soil pH value,8.13,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R1_20201110_S17,P04R1_20201110,pH value,7.64,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P04R2_20201110_S01,P04R2_20201110,total phosphorus,0.03145824737548828,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
P04R2_20201110_S14,P04R2_20201110,phosphorus available,0.03145824737548828,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P04R2_20201110_S02,P04R2_20201110,calcium,22.3476046875,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P04R2_20201110_S03,P04R2_20201110,soil moisture,9.01441231760802,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P04R2_20201110_S06,P04R2_20201110,iron,1.391907470703125,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P04R2_20201110_S07,P04R2_20201110,potassium,0.2932654479980469,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P04R2_20201110_S08,P04R2_20201110,magnesium,0.8109649047851563,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P04R2_20201110_S09,P04R2_20201110,sodium,0.027305470275878905,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P04R2_20201110_S10,P04R2_20201110,nitrogen,0.17701,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P04R2_20201110_S11,P04R2_20201110,carbon,9.67,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P04R2_20201110_S12,P04R2_20201110,carbon to nitrogen ratio,54.62968193887351,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P04R2_20201110_S13,P04R2_20201110,cation exchange capacity,14,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P04R2_20201110_S15,P04R2_20201110,oxidizable organic matter,4.82,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P04R2_20201110_S16,P04R2_20201110,soil pH value,7.95,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R2_20201110_S18,P04R2_20201110,EEZ soil pH value,7.95,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R2_20201110_S17,P04R2_20201110,pH value,7.64,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P04R3_20201110_S01,P04R3_20201110,total phosphorus,0.03151738128662109,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
P04R3_20201110_S14,P04R3_20201110,phosphorus available,0.03151738128662109,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P04R3_20201110_S02,P04R3_20201110,calcium,23.4581703125,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P04R3_20201110_S03,P04R3_20201110,soil moisture,6.899578651685317,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P04R3_20201110_S06,P04R3_20201110,iron,1.304459765625,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P04R3_20201110_S07,P04R3_20201110,potassium,0.30822628173828126,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P04R3_20201110_S08,P04R3_20201110,magnesium,0.6826457641601562,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P04R3_20201110_S09,P04R3_20201110,sodium,0.026556314086914064,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P04R3_20201110_S10,P04R3_20201110,nitrogen,0.11817,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P04R3_20201110_S11,P04R3_20201110,carbon,9.655,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P04R3_20201110_S12,P04R3_20201110,carbon to nitrogen ratio,81.7043242785817,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P04R3_20201110_S13,P04R3_20201110,cation exchange capacity,14,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P04R3_20201110_S15,P04R3_20201110,oxidizable organic matter,4.05,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P04R3_20201110_S16,P04R3_20201110,soil pH value,8,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R3_20201110_S18,P04R3_20201110,EEZ soil pH value,8,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R3_20201110_S17,P04R3_20201110,pH value,7.64,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P04R4_20201110_S01,P04R4_20201110,total phosphorus,0.033147476196289063,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
P04R4_20201110_S14,P04R4_20201110,phosphorus available,0.033147476196289063,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P04R4_20201110_S02,P04R4_20201110,calcium,18.9953546875,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P04R4_20201110_S03,P04R4_20201110,soil moisture,8.228139684879878,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P04R4_20201110_S06,P04R4_20201110,iron,1.65990673828125,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P04R4_20201110_S07,P04R4_20201110,potassium,0.3727349426269531,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P04R4_20201110_S08,P04R4_20201110,magnesium,1.05635390625,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P04R4_20201110_S09,P04R4_20201110,sodium,0.034191043090820314,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P04R4_20201110_S10,P04R4_20201110,nitrogen,0.160685,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P04R4_20201110_S11,P04R4_20201110,carbon,8.47,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P04R4_20201110_S12,P04R4_20201110,carbon to nitrogen ratio,52.71182748856459,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P04R4_20201110_S13,P04R4_20201110,cation exchange capacity,15,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P04R4_20201110_S15,P04R4_20201110,oxidizable organic matter,4.86,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P04R4_20201110_S16,P04R4_20201110,soil pH value,7.96,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R4_20201110_S18,P04R4_20201110,EEZ soil pH value,7.96,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04R4_20201110_S17,P04R4_20201110,pH value,7.79,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P04E1_20201110_S01,P04E1_20201110,total phosphorus,0.0395829574584961,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
P04E1_20201110_S14,P04E1_20201110,phosphorus available,0.0395829574584961,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P04E1_20201110_S02,P04E1_20201110,calcium,26.33580390625,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P04E1_20201110_S03,P04E1_20201110,soil moisture,8.528443817583494,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P04E1_20201110_S06,P04E1_20201110,iron,1.355389697265625,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P04E1_20201110_S07,P04E1_20201110,potassium,0.3715201293945313,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P04E1_20201110_S08,P04E1_20201110,magnesium,0.6464590087890625,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P04E1_20201110_S09,P04E1_20201110,sodium,0.0333776611328125,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P04E1_20201110_S10,P04E1_20201110,nitrogen,0.15089,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P04E1_20201110_S11,P04E1_20201110,carbon,10.65,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P04E1_20201110_S12,P04E1_20201110,carbon to nitrogen ratio,70.58121810590497,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P04E1_20201110_S13,P04E1_20201110,cation exchange capacity,15,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P04E1_20201110_S15,P04E1_20201110,oxidizable organic matter,4.74,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P04E1_20201110_S16,P04E1_20201110,soil pH value,8.07,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04E1_20201110_S18,P04E1_20201110,EEZ soil pH value,8.07,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04E1_20201110_S17,P04E1_20201110,pH value,7.6,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P04E2_20201110_S01,P04E2_20201110,total phosphorus,0.03910801239013672,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
P04E2_20201110_S14,P04E2_20201110,phosphorus available,0.03910801239013672,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P04E2_20201110_S02,P04E2_20201110,calcium,22.61456328125,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P04E2_20201110_S03,P04E2_20201110,soil moisture,9.586114819759786,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P04E2_20201110_S06,P04E2_20201110,iron,1.344639501953125,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P04E2_20201110_S07,P04E2_20201110,potassium,0.3160143310546875,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P04E2_20201110_S08,P04E2_20201110,magnesium,0.6823752075195313,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P04E2_20201110_S09,P04E2_20201110,sodium,0.0264878662109375,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P04E2_20201110_S10,P04E2_20201110,nitrogen,0.193065,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P04E2_20201110_S11,P04E2_20201110,carbon,10.149999999999999,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P04E2_20201110_S12,P04E2_20201110,carbon to nitrogen ratio,52.572967653380985,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P04E2_20201110_S13,P04E2_20201110,cation exchange capacity,14,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P04E2_20201110_S15,P04E2_20201110,oxidizable organic matter,5.98,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P04E2_20201110_S16,P04E2_20201110,soil pH value,7.86,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04E2_20201110_S18,P04E2_20201110,EEZ soil pH value,7.86,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P04E2_20201110_S17,P04E2_20201110,pH value,7.57,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P11R1_20201110_S01,P11R1_20201110,total phosphorus,0.034664703369140626,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
P11R1_20201110_S14,P11R1_20201110,phosphorus available,0.034664703369140626,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P11R1_20201110_S02,P11R1_20201110,calcium,11.956184765625,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P11R1_20201110_S03,P11R1_20201110,soil moisture,12.996956000368883,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P11R1_20201110_S06,P11R1_20201110,iron,2.14929970703125,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P11R1_20201110_S07,P11R1_20201110,potassium,0.7049159057617187,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P11R1_20201110_S08,P11R1_20201110,magnesium,1.0687072998046876,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P11R1_20201110_S09,P11R1_20201110,sodium,0.07396997985839844,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P11R1_20201110_S10,P11R1_20201110,nitrogen,0.29035500000000003,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P11R1_20201110_S11,P11R1_20201110,carbon,7.0600000000000005,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P11R1_20201110_S12,P11R1_20201110,carbon to nitrogen ratio,24.315062595787914,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P11R1_20201110_S13,P11R1_20201110,cation exchange capacity,18,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P11R1_20201110_S15,P11R1_20201110,oxidizable organic matter,5.38,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P11R1_20201110_S16,P11R1_20201110,soil pH value,8.01,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P11R1_20201110_S18,P11R1_20201110,EEZ soil pH value,8.01,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P11R1_20201110_S17,P11R1_20201110,pH value,7.46,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P11R2_20201110_S01,P11R2_20201110,total phosphorus,0.037953450012207034,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
P11R2_20201110_S14,P11R2_20201110,phosphorus available,0.037953450012207034,(P2O5) mg kg -1,20201110,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
P11R2_20201110_S02,P11R2_20201110,calcium,8.51369609375,percentage,20201110,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
P11R2_20201110_S03,P11R2_20201110,soil moisture,10.72258987658735,percentage,20201110,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P11R2_20201110_S06,P11R2_20201110,iron,2.35143544921875,?,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P11R2_20201110_S07,P11R2_20201110,potassium,0.5299668090820312,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P11R2_20201110_S08,P11R2_20201110,magnesium,1.397454931640625,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P11R2_20201110_S09,P11R2_20201110,sodium,0.045797605895996095,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P11R2_20201110_S10,P11R2_20201110,nitrogen,0.30828500000000003,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P11R2_20201110_S11,P11R2_20201110,carbon,6.38,percentage,20201110,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P11R2_20201110_S12,P11R2_20201110,carbon to nitrogen ratio,20.695135994290993,ratio,20201110,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P11R2_20201110_S13,P11R2_20201110,cation exchange capacity,16,cmol(+)kg-1,20201110,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P11R2_20201110_S15,P11R2_20201110,oxidizable organic matter,4.64,percentage,20201110,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P11R2_20201110_S16,P11R2_20201110,soil pH value,7.87,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P11R2_20201110_S18,P11R2_20201110,EEZ soil pH value,7.87,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P11R2_20201110_S17,P11R2_20201110,pH value,7.41,pH units,20201110,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P11R3_20201110_S01,P11R3_20201110,total phosphorus,0.03182213897705078,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
